中药中文名,中药拼音,中药拉丁名,中药分类（中文）,中药小分子,TCMSP MOL_ID,molecule_ID,小分子全量排名,小分子严格排名
胡黄连,Huhuanglian,Picrorhizae Rhizoma,清虚热药,vanillic acid,MOL000114,114,3122,
芦根,Lugen,Phragmitis Rhizoma,清热泻火药,vanillic acid,MOL000114,114,3122,
花生衣,Huashengyi,Peanut Skin,收敛止血药,vanillic acid,MOL000114,114,3122,
苍术,Cangzhu,Atractylodes Lancea (Thunb.)Dc.,化湿药,vanillic acid,MOL000114,114,3122,
苦楝子,Kulianzi,Meliae Azedarach Fructus,驱虫药,vanillic acid,MOL000114,114,3122,
草果,Caoguo,Amomum Tsao-Ko Crevostet,化湿药,vanillic acid,MOL000114,114,3122,
菝葜,Baqia,Smilax China,祛风湿散寒药,vanillic acid,MOL000114,114,3122,
萱草根,Xuancaogen,Hemerocallis Radix,利水渗湿药,vanillic acid,MOL000114,114,3122,
葱白,Congbai,Allii Fistulost Bulbus,辛温解表药,vanillic acid,MOL000114,114,3122,
蒺藜,Jili,Tribulifructus,平肝熄风药,vanillic acid,MOL000114,114,3122,
蔓荆子,Manjingzi,Viticis Fructus,辛凉解表药,vanillic acid,MOL000114,114,3122,
蕤仁,Ruiren,Prinsepiae Nux,辛凉解表药,vanillic acid,MOL000114,114,3122,
覆盆子,Fupenzi,Rubi Fructus,收涩药,vanillic acid,MOL000114,114,3122,
贯叶金丝桃,Guanyejinsitao,Herbahypericiperforati,收敛止血药,vanillic acid,MOL000114,114,3122,
赤芍,Chishao,Radix Paeoniae Rubra,清热凉血药,vanillic acid,MOL000114,114,3122,
车前草,Cheqiancao,Plantaginis Herba,利水渗湿药,vanillic acid,MOL000114,114,3122,
辣椒,Lajiao,Capsici Fructus,拔毒化腐生肌药,vanillic acid,MOL000114,114,3122,
连翘,Lianqiao,Forsythiae Fructus,清热解毒药,vanillic acid,MOL000114,114,3122,
郁李仁,Yuliren,Semen Pruni,润下药,vanillic acid,MOL000114,114,3122,
郁金,Yujin,Curcumae Radix,活血祛瘀药,vanillic acid,MOL000114,114,3122,
金沸草,Jinfeicao,Inulae Herba,化痰药,vanillic acid,MOL000114,114,3122,
金莲花,Jinlianhua,Trollius Chinensis,清热解毒药,vanillic acid,MOL000114,114,3122,
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,vanillic acid,MOL000114,114,3122,
银柴胡,Yinchaihu,Gypsophila Licentiana Hand.-Mazz.,清虚热药,vanillic acid,MOL000114,114,3122,
防风,Fangfeng,Saposhnikoviae Radix,辛温解表药,vanillic acid,MOL000114,114,3122,
香附,Xiangfu,Cyperi Rhizoma,理气药,vanillic acid,MOL000114,114,3122,
马兜铃,Madouling,Aristolochiae Fructus,止咳平喘药,vanillic acid,MOL000114,114,3122,
麦芽,Maiya,Hordei Fructus Germinatus,消食药,vanillic acid,MOL000114,114,3122,
麻黄,Mahuang,Ephedra Herba,辛温解表药,vanillic acid,MOL000114,114,3122,
麻黄根,Mahuanggen,Ephedrae Radix Et Rhizoma,收涩药,vanillic acid,MOL000114,114,3122,
黄芪,Huangqi,Hedysarum Multijugum Maxim.,补气药,vanillic acid,MOL000114,114,3122,
黄药子,Huangyaozi,Dioscoreaebulbiferae,化痰药,vanillic acid,MOL000114,114,3122,
黄连,Huanglian,Coptidis Rhizoma,清热燥湿药,vanillic acid,MOL000114,114,3122,
龙葵,Longkui,Solanum Nigrum Linn.,清热解毒药,vanillic acid,MOL000114,114,3122,
没药,Moyao,Myrrha,活血祛瘀药,petunidin 3-rhamnoglucoside,MOL001140,1140,3577,
人参,Renshen,Panax Ginseng C. A. Mey.,补气药,ginsenoside rf,MOL011400,11400,4194,
红参,Hongshen,Ginsen Radix Et Rhizoma Rubra,补气药,ginsenoside rf,MOL011400,11400,4194,
西洋参,Xiyangshen,Panacis Quinquefolii Radix,补气药,ginsenoside rf,MOL011400,11400,4194,
没药,Moyao,Myrrha,活血祛瘀药,"(20S)-3β-acetoxy- 12β,16β-trihydroxydammar-24-ene",MOL001141,1141,1763,
西洋参,Xiyangshen,Panacis Quinquefolii Radix,补气药,"(3S,8E,10S)-heptadeca-1,8-dien-4,6-diyne-3,10-diol",MOL011413,11413,3979,
西洋参,Xiyangshen,Panacis Quinquefolii Radix,补气药,Lindenene,MOL011416,11416,1666,
西洋参,Xiyangshen,Panacis Quinquefolii Radix,补气药,longifolene,MOL011417,11417,3060,
没药,Moyao,Myrrha,活血祛瘀药,"(20S)12β,16β- trihydroxydammar-24-ene-3β-O-β-glucopyranoside",MOL001142,1142,4109,
西洋参,Xiyangshen,Panacis Quinquefolii Radix,补气药,panaxytriol,MOL011426,11426,3439,
西洋参,Xiyangshen,Panacis Quinquefolii Radix,补气药,Phlegmariuine-N,MOL011429,11429,1186,
西洋参,Xiyangshen,Panacis Quinquefolii Radix,补气药,polyacetylene PQ-1,MOL011433,11433,2805,
西洋参,Xiyangshen,Panacis Quinquefolii Radix,补气药,PQ-2,MOL011435,11435,3225,1020
西洋参,Xiyangshen,Panacis Quinquefolii Radix,补气药,Praeruptorin A,MOL011436,11436,1000,
西洋参,Xiyangshen,Panacis Quinquefolii Radix,补气药,vitamin b6,MOL011440,11440,1393,
麦芽,Maiya,Hordei Fructus Germinatus,消食药,vitamin b6,MOL011440,11440,1393,
西洋参,Xiyangshen,Panacis Quinquefolii Radix,补气药,α-cedrene,MOL011445,11445,3415,
西洋参,Xiyangshen,Panacis Quinquefolii Radix,补气药,2-(4-cyclohexylphenoxy)ethanol,MOL011448,11448,3048,
西洋参,Xiyangshen,Panacis Quinquefolii Radix,补气药,3-Methoxyherbacetin,MOL011457,11457,2181,
西洋参,Xiyangshen,Panacis Quinquefolii Radix,补气药,3-phenylhexane,MOL011462,11462,3468,
洋金花,Yangjinhua,Daturae Flos,止咳平喘药,trans-p-hydroxyphenylethanol-p-β-coumarate,MOL011469,11469,1819,
洋金花,Yangjinhua,Daturae Flos,止咳平喘药,Anisodamine,MOL011478,11478,2997,
洋金花,Yangjinhua,Daturae Flos,止咳平喘药,Datumetine,MOL011491,11491,1113,370
没药,Moyao,Myrrha,活血祛瘀药,3β-acetoxy-16β-hydroxydammar-24-ene,MOL001150,1150,3034,
洋金花,Yangjinhua,Daturae Flos,止咳平喘药,hyoscine,MOL011519,11519,1179,393
洋金花,Yangjinhua,Daturae Flos,止咳平喘药,methyl (2S)-3-hydroxy-2-phenylpropanoate,MOL011524,11524,28,
洋金花,Yangjinhua,Daturae Flos,止咳平喘药,Norhyoscyamine,MOL011525,11525,3437,
洋金花,Yangjinhua,Daturae Flos,止咳平喘药,(S)-tropic acid,MOL011534,11534,1619,
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,"(1R,2R)-1,2-Diphenylethylenediamine",MOL011545,11545,1321,
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,"2,3-dihydro-7-hydroxy-3-methyl-1H-inden-1-one",MOL011549,11549,1686,
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,"2-isopropyl-2,5-dimethyl-cyclohexanone",MOL011554,11554,1191,
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,DMBC,MOL011555,11555,1362,
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,2-phenyltetradecane,MOL011557,11557,4035,
没药,Moyao,Myrrha,活血祛瘀药,3-methoxyfuranoguaia-9- en-8-one,MOL001156,1156,523,216
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,"3,4,4a,5,6,7-hexahydro-1,1,4a-trimethyl-2(1H)-napthalenone",MOL011560,11560,3849,
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,3-Ethylhexane,MOL011562,11562,2850,
桑叶,Sangye,Mori Follum,辛凉解表药,HBR,MOL011564,11564,1459,
荔枝核,Lizhihe,Litchi Semen,理气药,HBR,MOL011564,11564,1459,
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,HBR,MOL011564,11564,1459,
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,"5,6,7,7a-tetrahydro-4,4,7a-trimethy-2(4H)-benzofuranone",MOL011568,11568,1041,
没药,Moyao,Myrrha,活血祛瘀药,"(6R,8R,9E)-8-methoxy-3,6,10-trimethyl-6,7,8,11-tetrahydro-5H-cyclodeca[b]furan-4-one",MOL001157,1157,881,
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,6-Hydroxykynurenate,MOL011573,11573,2430,
麻黄,Mahuang,Ephedra Herba,辛温解表药,6-Hydroxykynurenate,MOL011573,11573,2430,
没药,Moyao,Myrrha,活血祛瘀药,3-methoxy-10-methylenefuranogermacra-1- en-6-one,MOL001158,1158,1727,
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,"(2R,8aS)-2,5,5,8a-tetramethyl-3,6-dihydro-2H-chromene",MOL011582,11582,3,
没药,Moyao,Myrrha,活血祛瘀药,2-acetoxyfuranodiene,MOL001159,1159,898,
淡豆豉,Dandouchi,Sojae Semen Praeparatum,辛凉解表药,Isoflavon,MOL011593,11593,1477,
葛花,Gehua,Puerariae Flos,辛凉解表药,Isoflavon,MOL011593,11593,1477,
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,Isoflavon,MOL011593,11593,1477,
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,Isogoycyrol,MOL011594,11594,1005,353
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,Allo-L-isoleucine,MOL011595,11595,1611,
党参,Dangshen,Codonopsis Radix,补气药,2-methoxyfuranodiene,MOL001160,1160,1008,
没药,Moyao,Myrrha,活血祛瘀药,2-methoxyfuranodiene,MOL001160,1160,1008,
人参叶,Renshenye,Ginseng Folium,补气药,METHYLPHENANTHRENE,MOL011600,11600,3042,
西河柳,Xiheliu,Tamaricis Cacumen,辛温解表药,METHYLPHENANTHRENE,MOL011600,11600,3042,
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,METHYLPHENANTHRENE,MOL011600,11600,3042,
杜仲,Duzhong,Eucommiae Cortex,补阳药,Syringetin,MOL011604,11604,497,205
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,Syringetin,MOL011604,11604,497,205
没药,Moyao,Myrrha,活血祛瘀药,lindestrene,MOL001161,1161,987,
薄荷,Bohe,Menthae Herba,辛凉解表药,PTBP,MOL011611,11611,1895,
薄荷,Bohe,Menthae Herba,辛凉解表药,2-[(1S)-4-methyl-5-oxo-1-cyclohex-3-enyl]propan-2-yl acetate,MOL011613,11613,222,
没药,Moyao,Myrrha,活血祛瘀药,commiferin,MOL001162,1162,1794,
葱白,Congbai,Allii Fistulost Bulbus,辛温解表药,"Methoxyacetic acid,2-tridecyl ester",MOL011631,11631,3930,
葱白,Congbai,Allii Fistulost Bulbus,辛温解表药,"Methylamine,N-(1-ethylpentylidene)",MOL011633,11633,3428,
木贼,Muzei,Equiseti Hiemalis Herba,辛凉解表药,Benethamine,MOL011634,11634,3626,
葱白,Congbai,Allii Fistulost Bulbus,辛温解表药,Benethamine,MOL011634,11634,3626,
葱白,Congbai,Allii Fistulost Bulbus,辛温解表药,pectin,MOL011643,11643,3291,
香橼,Xiangyuan,Citri Fructus,理气药,pectin,MOL011643,11643,3291,
葱白,Congbai,Allii Fistulost Bulbus,辛温解表药,"2,2,4-Trimethylpentanol",MOL011647,11647,3991,
葱白,Congbai,Allii Fistulost Bulbus,辛温解表药,"11,13-Dimethyl-12-tetradecen-1-ol acetate",MOL011649,11649,3864,
葱白,Congbai,Allii Fistulost Bulbus,辛温解表药,"2,4-Dimethylpent-2-ene",MOL011656,11656,2611,
没药,Moyao,Myrrha,活血祛瘀药,"4,5-dihydrofuranodiene-6-one",MOL001166,1166,1803,
葱白,Congbai,Allii Fistulost Bulbus,辛温解表药,"3-Pentanol,2,3-dimethyl-",MOL011661,11661,669,
葱白,Congbai,Allii Fistulost Bulbus,辛温解表药,(2R)-2-amino-3-(4-aminophenyl)propionic acid,MOL011662,11662,1146,
葱白,Congbai,Allii Fistulost Bulbus,辛温解表药,Acetone (4-hydroxy-6-methyl-2-pyrimidinyl)hydrazone,MOL011666,11666,3720,
芫荽,Yuansui,Coriandri Sativi Herba,辛温解表药,1-Vinylcyclohexanol,MOL011669,11669,3118,
葱白,Congbai,Allii Fistulost Bulbus,辛温解表药,1-Vinylcyclohexanol,MOL011669,11669,3118,
没药,Moyao,Myrrha,活血祛瘀药,β-selinene,MOL001167,1167,294,
郁金,Yujin,Curcumae Radix,活血祛瘀药,β-selinene,MOL001167,1167,294,
一枝黄花,Yizhihuanghua,Solidaginis Herba,辛凉解表药,"(1S,2S)-2-isopropenyl-4-isopropylidene-1-methyl-1-vinylcyclohexane",MOL001168,1168,661,
墓头回,Mutouhui,Et Radix Patriniae Rhizoma,清热解毒药,"(1S,2S)-2-isopropenyl-4-isopropylidene-1-methyl-1-vinylcyclohexane",MOL001168,1168,661,
平贝母,Pingbeimu,Fritillariaeussuriensis Bulbus,化痰药,"(1S,2S)-2-isopropenyl-4-isopropylidene-1-methyl-1-vinylcyclohexane",MOL001168,1168,661,
沙棘,Shaji,Hippophae Fructus,化痰药,"(1S,2S)-2-isopropenyl-4-isopropylidene-1-methyl-1-vinylcyclohexane",MOL001168,1168,661,
没药,Moyao,Myrrha,活血祛瘀药,"(1S,2S)-2-isopropenyl-4-isopropylidene-1-methyl-1-vinylcyclohexane",MOL001168,1168,661,
满山红,Manshanhong,Rhododendri Daurici Folium,止咳平喘药,"(1S,2S)-2-isopropenyl-4-isopropylidene-1-methyl-1-vinylcyclohexane",MOL001168,1168,661,
生姜,Shengjiang,Zingiber Officinale Roscoe,辛温解表药,"(1S,2S)-2-isopropenyl-4-isopropylidene-1-methyl-1-vinylcyclohexane",MOL001168,1168,661,
红参,Hongshen,Ginsen Radix Et Rhizoma Rubra,补气药,"(1S,2S)-2-isopropenyl-4-isopropylidene-1-methyl-1-vinylcyclohexane",MOL001168,1168,661,
芫荽,Yuansui,Coriandri Sativi Herba,辛温解表药,"(1S,2S)-2-isopropenyl-4-isopropylidene-1-methyl-1-vinylcyclohexane",MOL001168,1168,661,
花椒,Huajiao,Zanthoxyli Pericarpium,温里药,"(1S,2S)-2-isopropenyl-4-isopropylidene-1-methyl-1-vinylcyclohexane",MOL001168,1168,661,
薄荷,Bohe,Menthae Herba,辛凉解表药,"(1S,2S)-2-isopropenyl-4-isopropylidene-1-methyl-1-vinylcyclohexane",MOL001168,1168,661,
金银花,Jinyinhua,Lonicerae Japonicae Flos,清热解毒药,"(1S,2S)-2-isopropenyl-4-isopropylidene-1-methyl-1-vinylcyclohexane",MOL001168,1168,661,
防己,Fangji,Stephaniae Tetrandrae Radix,祛风湿清热药,"(1S,2S)-2-isopropenyl-4-isopropylidene-1-methyl-1-vinylcyclohexane",MOL001168,1168,661,
蝉蜕,Chantui,Cicadae Periostracum,辛凉解表药,"N-[(E)-2-[(2R,3S)-3-acetamido-2-(3,4-dihydroxyphenyl)-2,3-dihydro-1,4-benzodioxin-7-yl]vinyl]acetamide",MOL011680,11680,2970,
蝉蜕,Chantui,Cicadae Periostracum,辛凉解表药,"(3Z)-3-(2-amino-4,6-dioxo-5,8-dihydro-1H-pteridin-7-ylidene)-2-oxopropanoic acid",MOL011684,11684,3957,
鹅不食草,Ebushicao,Centipedae Herba,辛温解表药,"10-hydroxy-8,9-dioxyisopropylidene-thymol",MOL011693,11693,55,
鹅不食草,Ebushicao,Centipedae Herba,辛温解表药,"2β-hydroxyl-2,3-dihydrogen-6-O-angeloplenolin",MOL011703,11703,3778,1125
鹅不食草,Ebushicao,Centipedae Herba,辛温解表药,"1-[(Z)-2-(3,5-dimethoxyphenyl)vinyl]-3,5-dimethoxybenzene",MOL011704,11704,562,237
鹅不食草,Ebushicao,Centipedae Herba,辛温解表药,"8,10-dihydroxy-9-isobutyryloxythymol",MOL011714,11714,2614,
鹅不食草,Ebushicao,Centipedae Herba,辛温解表药,"2-(2-hydroxy-4-methylphenyl)propane-1,2,3-triol",MOL011715,11715,2121,
鹅不食草,Ebushicao,Centipedae Herba,辛温解表药,[2-hydroxy-2-(2-hydroxy-4-methylphenyl)-3-(2-methylpropanoyloxy)propyl] 2-methylpropanoate,MOL011716,11716,3040,974
鹅不食草,Ebushicao,Centipedae Herba,辛温解表药,9-hydroxythymol,MOL011717,11717,657,
鹅不食草,Ebushicao,Centipedae Herba,辛温解表药,Arnicolide D,MOL011718,11718,3967,1158
鹅不食草,Ebushicao,Centipedae Herba,辛温解表药,"Bicyclo[2.2.2]octa-2,5-diene, 1,2,3,6-tetramethyl-",MOL011719,11719,1525,
没药,Moyao,Myrrha,活血祛瘀药,24268-41-5,MOL001172,1172,281,
郁金,Yujin,Curcumae Radix,活血祛瘀药,24268-41-5,MOL001172,1172,281,
鹅不食草,Ebushicao,Centipedae Herba,辛温解表药,Parthenin,MOL011721,11721,4055,
没药,Moyao,Myrrha,活血祛瘀药,"(6S,7R,8E)-7-methoxy-3,6-dimethyl-10-methylidene-5,6,7,11-tetrahydrocyclodeca[b]furan-4-one",MOL001173,1173,1618,
防风,Fangfeng,Saposhnikoviae Radix,辛温解表药,11-hydroxy-sec-o-beta-d-glucosylhamaudol_qt,MOL011730,11730,2649,859
防风,Fangfeng,Saposhnikoviae Radix,辛温解表药,3'-O-Acetylhamaudol,MOL011731,11731,998,
防风,Fangfeng,Saposhnikoviae Radix,辛温解表药,anomalin,MOL011732,11732,2886,932
防风,Fangfeng,Saposhnikoviae Radix,辛温解表药,deltoin,MOL011735,11735,1285,
防风,Fangfeng,Saposhnikoviae Radix,辛温解表药,3'-O-angeloylhamaudol,MOL011736,11736,816,
防风,Fangfeng,Saposhnikoviae Radix,辛温解表药,divaricatacid,MOL011737,11737,2754,896
防风,Fangfeng,Saposhnikoviae Radix,辛温解表药,"divaricataester,b",MOL011739,11739,1260,
没药,Moyao,Myrrha,活血祛瘀药,"rel-1S,2S-epoxy- 4R-furanogermacr-10(15)-en-6-one",MOL001174,1174,96,
防风,Fangfeng,Saposhnikoviae Radix,辛温解表药,divaricatol,MOL011740,11740,990,351
防风,Fangfeng,Saposhnikoviae Radix,辛温解表药,ledebouriellol,MOL011747,11747,1634,501
羌活,Qianghuo,Notopterygii Rhizoma Et Radix,辛温解表药,nodakenetin,MOL011748,11748,786,
防风,Fangfeng,Saposhnikoviae Radix,辛温解表药,nodakenetin,MOL011748,11748,786,
防风,Fangfeng,Saposhnikoviae Radix,辛温解表药,phelloptorin,MOL011749,11749,2627,849
防风,Fangfeng,Saposhnikoviae Radix,辛温解表药,5-O-Methylvisamminol,MOL011753,11753,82,37
紫苏,Zisu,Perilla Frutescens,辛温解表药,7-octen-4-ol,MOL011756,11756,3951,
防风,Fangfeng,Saposhnikoviae Radix,辛温解表药,7-octen-4-ol,MOL011756,11756,3951,
鼠曲草,Shuqucao,Gnaphalii Affinis Herba,化痰药,7-octen-4-ol,MOL011756,11756,3951,
浮萍,Fuping,Spirodelae Herba,辛凉解表药,"(R,7E,11Z,13Z)-10-hydroxyhexadeca-7,11,13-trienoic acid",MOL011758,11758,3719,
没药,Moyao,Myrrha,活血祛瘀药,α-copaene,MOL001176,1176,1596,
浮萍,Fuping,Spirodelae Herba,辛凉解表药,4(R)-4-hydroxyisophytol,MOL011767,11767,4089,
藁本,Gaoben,Ligustici Rhizoma Et Radix,辛温解表药,"(3E,6S,7S)-3-butylidene-6,7-dihydroxy-4,5,6,7-tetrahydroisobenzofuran-1-one",MOL011769,11769,2131,
藁本,Gaoben,Ligustici Rhizoma Et Radix,辛温解表药,senkyunolide J,MOL011770,11770,2197,
藁本,Gaoben,Ligustici Rhizoma Et Radix,辛温解表药,γ-patchoulene,MOL011774,11774,3457,
紫苏,Zisu,Perilla Frutescens,辛温解表药,"4-methoxy-6-[(E)-prop-1-enyl]-1,3-benzodioxole",MOL011777,11777,537,
细辛,Xixin,Asari Radix Et Rhizoma,辛温解表药,"4-methoxy-6-[(E)-prop-1-enyl]-1,3-benzodioxole",MOL011777,11777,537,
藁本,Gaoben,Ligustici Rhizoma Et Radix,辛温解表药,"4-methoxy-6-[(E)-prop-1-enyl]-1,3-benzodioxole",MOL011777,11777,537,
没药,Moyao,Myrrha,活血祛瘀药,α-gurjunene,MOL001178,1178,1706,
升麻,Shengma,Cimicifugae Rhizoma,辛凉解表药,Ligustilide,MOL011782,11782,2705,
蒿本,Haoben,Radix et Rhizoma Ligustici Chinesis,辛温解表药,Ligustilide,MOL011782,11782,2705,
藁本,Gaoben,Ligustici Rhizoma Et Radix,辛温解表药,Ligustilide,MOL011782,11782,2705,
藁本,Gaoben,Ligustici Rhizoma Et Radix,辛温解表药,senkyunolide B,MOL011784,11784,887,
藁本,Gaoben,Ligustici Rhizoma Et Radix,辛温解表药,senkyunolide D,MOL011785,11785,2638,
藁本,Gaoben,Ligustici Rhizoma Et Radix,辛温解表药,senkyunolide E,MOL011786,11786,754,
淡豆豉,Dandouchi,Sojae Semen Praeparatum,辛凉解表药,Glycitin,MOL011787,11787,3725,
芫荽,Yuansui,Coriandri Sativi Herba,辛温解表药,Glycitin,MOL011787,11787,3725,
葛花,Gehua,Puerariae Flos,辛凉解表药,Glycitin,MOL011787,11787,3725,
一枝黄花,Yizhihuanghua,Solidaginis Herba,辛凉解表药,(−)-Alloaromadendrene,MOL001179,1179,855,
三七花,Sanqihua,Notoginseng Flos,清热解毒药,(−)-Alloaromadendrene,MOL001179,1179,855,
柴胡,Chaihu,Radix Bupleuri,辛凉解表药,(−)-Alloaromadendrene,MOL001179,1179,855,
桂枝,Guizhi,Cinnamomi Ramulus,辛温解表药,(−)-Alloaromadendrene,MOL001179,1179,855,
没药,Moyao,Myrrha,活血祛瘀药,(−)-Alloaromadendrene,MOL001179,1179,855,
生姜,Shengjiang,Zingiber Officinale Roscoe,辛温解表药,(−)-Alloaromadendrene,MOL001179,1179,855,
白芷,Baizhi,A. Dahurica (Fisch.) Benth. Et Hook,辛温解表药,(−)-Alloaromadendrene,MOL001179,1179,855,
益母草,Yimucao,Leonuri Herba,活血祛瘀药,(−)-Alloaromadendrene,MOL001179,1179,855,
石菖蒲,Shichangpu,Acoritataninowii Rhizoma,开窍药,(−)-Alloaromadendrene,MOL001179,1179,855,
荆芥,Jingjie,Schizonepetae Herba,辛温解表药,(−)-Alloaromadendrene,MOL001179,1179,855,
菊花,Juhua,Chrysanthemi Flos,辛凉解表药,(−)-Alloaromadendrene,MOL001179,1179,855,
薄荷,Bohe,Menthae Herba,辛凉解表药,(−)-Alloaromadendrene,MOL001179,1179,855,
辛夷,Xinyi,Magnoliae Flos,辛温解表药,(−)-Alloaromadendrene,MOL001179,1179,855,
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,(−)-Alloaromadendrene,MOL001179,1179,855,
麻黄,Mahuang,Ephedra Herba,辛温解表药,(−)-Alloaromadendrene,MOL001179,1179,855,
葛花,Gehua,Puerariae Flos,辛凉解表药,kakkatin,MOL011793,11793,526,219
菊花,Juhua,Chrysanthemi Flos,辛凉解表药,Methyl isovalerate,MOL011794,11794,2791,
葛花,Gehua,Puerariae Flos,辛凉解表药,Methyl isovalerate,MOL011794,11794,2791,
乌敛莓,Wulianmei,Cayratiae Japonicae Herba,清热解毒药,(L)-alpha-Terpineol,MOL000118,118,141,
乌药,Wuyao,Linderae Radix,理气药,(L)-alpha-Terpineol,MOL000118,118,141,
仙鹤草,Xianhecao,Agrimonia Eupatoria,收敛止血药,(L)-alpha-Terpineol,MOL000118,118,141,
伸筋草,Shenjincao,Rhizome Of Whiteback Greenbrier,祛风湿散寒药,(L)-alpha-Terpineol,MOL000118,118,141,
佛手,Foshou,Citri Sarcodactylis Fructus,理气药,(L)-alpha-Terpineol,MOL000118,118,141,
侧柏叶,Cebaiye,Platycladi Cacumen,凉血止血药,(L)-alpha-Terpineol,MOL000118,118,141,
凌霄花,Lingxiaohua,Campsis Flos,活血祛瘀药,(L)-alpha-Terpineol,MOL000118,118,141,
北五味子,Beiwuweizi,Schisandrae Chinensis Fructus,收涩药,(L)-alpha-Terpineol,MOL000118,118,141,
千年健,Qiannianjian,Homalomena Occulta (Lour.) Schott,祛风湿筋骨药,(L)-alpha-Terpineol,MOL000118,118,141,
千斤拔,Qianjinba,Flemingia Prostrata Roxb,祛风湿筋骨药,(L)-alpha-Terpineol,MOL000118,118,141,
升麻,Shengma,Cimicifugae Rhizoma,辛凉解表药,(L)-alpha-Terpineol,MOL000118,118,141,
南鹤虱,Nanheshi,Fructus Carotae,驱虫药,(L)-alpha-Terpineol,MOL000118,118,141,
厚朴,Houpu,Magnolia Officinalis Rehd Et Wils．,化湿药,(L)-alpha-Terpineol,MOL000118,118,141,
土茯苓,Tufuling,Smilacis Glabrae Rhixoma,清热解毒药,(L)-alpha-Terpineol,MOL000118,118,141,
地枫皮,Difengpi,Illicium Difengpi K. L. B. Et K. I. M.,祛风湿散寒药,(L)-alpha-Terpineol,MOL000118,118,141,
天南星,Tiannanxing,Arisaematis Rhizoma,化痰药,(L)-alpha-Terpineol,MOL000118,118,141,
山柰,Shannai,Kaempferiae Rhizoma,温里药,(L)-alpha-Terpineol,MOL000118,118,141,
山茱萸,Shanzhuyu,Cornus Officinalis Sieb. Et Zucc.,收涩药,(L)-alpha-Terpineol,MOL000118,118,141,
川芎,Chuanxiong,Chuanxiong Rhizoma,活血祛瘀药,(L)-alpha-Terpineol,MOL000118,118,141,
巴戟天,Bajitian,Morindae Officinalis Radix,补阳药,(L)-alpha-Terpineol,MOL000118,118,141,
干姜,Ganjiang,Zingiberis Rhizoma,温里药,(L)-alpha-Terpineol,MOL000118,118,141,
月季花,Yuejihua,Mori Cortex,活血祛瘀药,(L)-alpha-Terpineol,MOL000118,118,141,
木香,Muxiang,Aucklandiae Radix,理气药,(L)-alpha-Terpineol,MOL000118,118,141,
枇杷叶,Pipaye,Eriobotryae Folium,止咳平喘药,(L)-alpha-Terpineol,MOL000118,118,141,
柴胡,Chaihu,Radix Bupleuri,辛凉解表药,(L)-alpha-Terpineol,MOL000118,118,141,
桂枝,Guizhi,Cinnamomi Ramulus,辛温解表药,(L)-alpha-Terpineol,MOL000118,118,141,
桑白皮,Sangbaipi,Mori Cortex,止咳平喘药,(L)-alpha-Terpineol,MOL000118,118,141,
沉香,Chenxiang,Linderae Radix,理气药,(L)-alpha-Terpineol,MOL000118,118,141,
沙棘,Shaji,Hippophae Fructus,化痰药,(L)-alpha-Terpineol,MOL000118,118,141,
